frequency,horizon,dates,values
365,24,5/1/2015;5/7/2015;5/8/2015;5/11/2015;5/12/2015;5/13/2015;5/14/2015;5/15/2015;5/18/2015;5/19/2015;5/20/2015;5/21/2015;5/22/2015;5/25/2015;5/26/2015;5/27/2015;5/28/2015;5/29/2015;6/1/2015;6/2/2015;6/3/2015;6/4/2015;6/5/2015;6/8/2015;6/9/2015;6/10/2015;6/11/2015;6/12/2015;6/15/2015;6/16/2015;6/17/2015;6/18/2015;6/19/2015;6/22/2015;6/23/2015;6/24/2015;6/25/2015;6/26/2015;6/29/2015;6/30/2015;7/1/2015;7/2/2015;7/3/2015;7/6/2015;7/7/2015;7/8/2015;7/9/2015;7/10/2015;7/13/2015;7/14/2015;7/15/2015;7/16/2015;7/17/2015;7/21/2015;7/22/2015;7/23/2015;7/24/2015;7/27/2015;7/28/2015;7/29/2015;7/30/2015;7/31/2015;8/3/2015;8/4/2015;8/5/2015;8/6/2015;8/7/2015;8/10/2015;8/11/2015;8/12/2015;8/13/2015;8/14/2015;8/17/2015;8/18/2015;8/19/2015;8/20/2015;8/21/2015;8/24/2015;8/25/2015;8/26/2015;8/27/2015;8/28/2015;8/31/2015;,2022;2022;2027;2083;2075;2061;2036;2073;2024;2042;2059;2053;2065;2052;2063;2055;2044;2042;2034;2036;2095;2138;2149;2159;2160;2155;2176;2165;2171;2161;2166;2108;2128;2132;2135;2144;2120;2131;2096;2115;2117;2137;2140;2136;2140;2133;2040;2048;2076;2114;2123;2130;2132;2136;2117;2137;2134;2135;2132;2147;2160;2351;2423;2452;2464;2488;2444;2461;2453;2453;2446;2441;2460;2496;2450;2406;2381;2258;2245;2325;2393;2389;2415;

